Address,Balance,Transaction count,inEther,outEther,feeEther,inCall,outCall,Call count,,,,,
0x3021b1a8bb7d73d0afaa3537040efab630db2958,0,2,0,0,0.002205,0,3,3,,,,,
0x3ec798d8367abf6461b6bbb5e5d5bd28662d12ae,0,5,0.003,0,0,0,1,1,,,,,
0x27fa7fbcf3b35cff412856d26dd0bb46f13c730d,0,5,0.035762,0,0,0,3,3,,,,,
0x95a5406c34067d1dcff24b7babe8497d06796715,0,4,0,0.000795,0,0,3,3,,,,,
0x9fb3a1f6d9fffaad7ac0b5826e7ff53233d90f2c,0,5,0,0,0,1,3,4,,,,,
0x41d8001868fa9619b2091556503829bc42626981,0,5,0,0,0,0,3,3,,,,,
0xc6c3e83cfc68e954b754d5246c7e740f594ba2b1,0,4,0,0,0,0,3,3,,,,,
0xb1eeee7ba616f7d57e29fa9260ca265641b441d6,0,4,0,0,0,0,3,3,,,,,
0xb457cb4f732d428c4170a74f1e2880652f37d530,0,4,0,0,0,0,3,3,,,,,
0xd7e8db89835ec176b360da3ea9611b84018eae8c,0,2,0,0,0,0,2,2,,,,,
0xca00cf7575860e531482469e0c4c7ed6ec30607b,0,1,0,0,0,0,1,1,,,,,
0x17e8da3ec5f5bbeb08cd9b02905352f13693ce73,0,1,0,0,0,0,1,1,,,,,
0x76e5ac22e82787d74f5f11ab65700febe1b70557,0,4,0,0,0,0,4,4,,,,,
0x53b9e91fe848b58595658b4740e704ba730ac680,0,3,0,0,0,0,3,3,,,,,
0x75c9da4fa2946c69f29c815a71b74aed8e666cf5,0,9,0,0,0,0,1,1,,,,,
0xe48270552550a0cb46f6594a4f0b8b7ea87164e5,0,5,0,0,0.000044,0,8,8,,,,,
0xb9f726610ba98653c9a1b94fca0250a58c944f9a,0,1,0,0,0,0,5,5,,,,,
0xd88be820031ec43bd840585517e6a8ea08814d70,0,3,0,0,0,1,3,4,,,,,
0xf0a22159372c72c90ee8c1e1b31e079d6c7e080b,0,3,0,0,0,0,3,3,,,,,
0x383df63c4ac4caa513cf34f9b2ed215632a3398a,0,3,0.000044,0,0,0,3,3,,,,,
0xc77c9569664592ef0f3aeff1a558cb9ed6f308ee,0,3,0,0,0,0,3,3,,,,,
0x713e4fc91e620ec3cda567ed8d960a20e509c636,0,3,0,0,0,0,3,3,,,,,
0x72e790375f5aabfc331b3c67998a7f27029d44a8,0,2,0,0,0,0,2,2,,,,,
0x4eddcc069d0e316e8fc8437512140bb7229d1c66,0,1,0,0,0,0,1,1,,,,,
0xf8c4d53cba3f46f62678416e6caf3b75c5cc43ba,0,1,0,0,0,0,4,4,,,,,
0x8edf34a087a603b983a70729189d8cf70729d95e,0,4,0,0,0,0,1,1,,,,,
0xf4b63b78490dc44c37dd3b60d90a1838f99d39d3,0,1,0,0,0,0,1,1,,,,,
0xb57f7a67f69edcc92754332c61edef90662283c5,0,1,0,0,0,0,1,1,,,,,
0x7070059a621c34b93ba6acc8cc63a8f873ce9c25,0,1,0,0,0,0,1,1,,,,,
0x04fe48f8fad46caf8c268dfb5b5fe7e50e42ba5a,0,1,0,0,0,0,1,1,,,,,
0x9f2218d53a94ff958ef71166243ad10c4c462987,0,12,0.0048,0.001034,0.003766,0,2,2,,,,,
0xbd4c5e0aefef604707e83910b9a61874bc165709,0,2,0,0,0,0,8,8,,,,,
0x04f83dad8169e39a3166711f1d88da8ac9cf2815,0,2,0,0,0,0,2,2,,,,,
0x2b973b430c123ec8cc3f58f54c9a623c0f8307da,0,2,0,0,0,4,2,6,,,,,
0xcc65e2739a5a3a0990d3a3cdcb3e1990357fb088,0,92,0,0,0,0,2,2,,,,,
0xcf4d23ce2e5d60ce2f4904bc871ef002defbf950,0,280,0,0,0,0,50,50,,,,,
0x6f549f678640ee2f05e4621fa0cc3a0293e941cc,0,2,0,0,0,0,154,154,,,,,
0x1e9205c4bb5ef82dcea8cbd53745d53e28d66d05,0,300,0,0,0,0,143,143,,,,,
0xada238b3df2618e3eb887e5a160149060c69ec3d,0,"1,730",0,0,0,0,869,869,,,,,
0x59b4729eebcdf6af25f2f656f677b85f8b55d03c,0,"2,671",0,0,0,0,"1,340",1340,,,,,
0xb00780e6bc078530b0fc8f4015d7bcd92a38a32c,0,"4,544",0,0,0,0,"2,280",2280,,,,,
0x98a2f441cc5c4e194df462a24f050d4e69649b17,0,"2,942",0,0,0,0,"1,475",1475,,,,,
0xddc891845e6bb8fd169234c8c2df4a12003fc214,0,"4,572",0,0,0,0,"2,290",2290,,,,,
0x11d16b24d6662c6ee83feecd8078dfb4f245537a,0,"4,893",0,0,0,0,"2,453",2453,,,,,
0x9d0b232ea37266ddae2d6299fb971583cd88a86a,0,"4,496",0,0,0,0,"2,253",2253,,,,,
0x4532990ad56fc3e6e8cc7696fff71de4d285574c,0,"4,488",0.002652,0,0.002394,0,"2,248",2248,,,,,
0xbfadc8b8497d4db8abf422abc7814a90e29f6e08,0,"4,471",0,0.000258,0,2,"2,240",2242,,,,,
0x0c25ebf319661eb4e3e54431c5e31eeb4aad3d5d,0,"4,068",0,0,0,0,"2,038",2038,,,,,
0x466c7baad703e68ac956c1a52e1159b5c79e17a9,0,"3,711",0,0,0,0,"1,857",1857,,,,,
0x28bd24353a9e30ac0e01a0a537974e127d568c1c,0,"1,940",0,0,0,0,971,971,,,,,
0x9f8a043a8c4ad0f966a0540d8b9f2a48da8e5162,0,"2,998",0,0.000032,0,0,"1,501",1501,,,,,
0x4c2f3e86453bb1d6b1d435b7c7048e11019271cd,0,"1,549",0,0,0,0,773,773,,,,,
0x951638e001d4301e4a4b2b8a60e204a376b6fc7c,0,717,0,0,0,0,358,358,,,,,
0xfefd413f3aaea07109438e64bfe39d7f291befcd,0,594,0.000168,0,0.000136,0,13,13,,,,,
0x00e20c2646ea92f0163c2089b6a17538c0569e77,0,6,0,0,0,1,4,5,,,,,
0xf69bbdd3c3ec9b65593a410e15e8dec0ffc84fd6,0,29,0,0,0,0,5,5,,,,,
0xf094b669db88446c1bb0d69b6b9aff0ef51f879b,0,9,0,0,0,0,296,296,,,,,
0x76dfd60fbbc00a3438d74c2162de9f884cc6f274,0,9,0,0,0,0,3,3,,,,,
0xcd712b11440bcb5b828e66bd8a91e83d2e5e080a,0,9,0,0,0,0,3,3,,,,,
0x7f1deb7cfaaa7b19e14eeacb67ca207888d252a8,0,9,0,0.000394,0,0,2,2,,,,,
0x69394fc5c54a5fd6e7d2589fa9c53beb15927440,0,4,0,0,0,0,3,3,,,,,
0xd5b1d14c25ac479f1037e0a934d30bf04c562496,0,5,0,0,0.003206,2,8,10,,,,,
0x3744e21aced56c2cd0785ebbbd96e72c3811e851,0,15,0,0,0,0,2,2,,,,,
0x7db02aa70aec90a62dbf44afa9aec85a0f86cae6,0,7,0.0036,0,0,0,5,5,,,,,
0x6088b4ea9cfae3adcf644b30fb45676230518858,0,7,0,0,0,0,4,4,,,,,
0xb58d785f59651984a92cff9c08f67d4aecec4aa9,0,4,0,0,0,0,3,3,,,,,
0x68def96db3745af676c2cb5a2ef439f55aa5f4ad,0,5,0,0,0,0,5,5,,,,,
0xb864d841ebc6050eb254239cc05aa85bea57274a,0,3,0,0,0,0,3,3,,,,,
0x2ee75b99b38995ba1948db601535dba3e3018f28,0,7,0,0,0,0,3,3,,,,,
0x437171625ba41c5a3ee73c5bb2c3465949346373,0,4,0,0,0,0,5,5,,,,,
0x56379f79b67a2f741e105bbfebd4c439ea0a8fae,0,6,0,0,0,0,5,5,,,,,
0x11c1c2233e228b4e63dc4d1a136f4d229ea22901,0,5,0,0,0,0,4,4,,,,,
0xcc366bd4cf41c93dc5c3731cd6c8f3826e6aee6f,0,6,0,0,0,0,7,7,,,,,
0x00e153c0874c3fad75c2265d3b627e3cedc1fa3b,0,231,0,0,0,0,4,4,,,,,
0x1da1d3d4429b2d13abdc146bffedb27aedbba3b1,0,345,0,0,0,0,6,6,,,,,
0xdccf2a1bed113293fcda5ee27c098cb094d737b0,0,"1,221",0,0,0,0,12,12,,,,,
0x6eaedb0dc8de301811cd270f0376babfed64c148,0,"1,200",0,0,0,0,11,11,,,,,
0x362dcef7babadb3d23861796f76672b38b719a54,0,458,0,0,0,0,5,5,,,,,
0xdfcff13d88dc94f75416c0efec56f7c7e991f3e4,0,"1,303",0,0,0,0,8,8,,,,,
0x2b96b008f4a57caae31ead7404a77a4215b1ae9e,0,"1,220",0,0,0,0,7,7,,,,,
0x1e89b3e34b278c85f6586f4c2ede74126a5ae752,0,"1,259",0,0,0,0,6,6,,,,,
0x06967c2221507d9236f8065d6166acbdda37f998,0,"1,306",0,0,0,0,7,7,,,,,
0x015b90bb95bf6daf4d75669c35c646dd32f6d11e,0,"1,247",0,0,0,0,5,5,,,,,
0xc09309f849673c613b283401d64636b969ef288c,0,"1,348",0,0,0,1,8,9,,,,,
0x13dffb64b5443635ccebc30540b0c3c9e2d18639,0,"1,764",0.001,0.000118,0.000882,0,"2,508",2508,,,,,
0x636026c42fe8b59f051fcb8077bc5279a628a73e,0,"4,231",0,0,0,0,6,6,,,,,
0x7d876d2750e235961a7b8644709923d0bdbca95d,0,"1,752",0,0,0,0,7,7,,,,,
0x6b493ffd22f5bd3d6be84212b75287c0a341dbde,0,"4,365",0,0,0,0,"2,883",2883,,,,,
0xa66562ea57790918aebb2c077e7ce9dc0de8fbfd,0,"4,934",0,0,0,0,"2,803",2803,,,,,
0x5825731940add2c72a007d02253762637ef3161a,0,"3,670",0,0,0,0,5,5,,,,,
0xa1156e49bb4c1b40b838be70473a9b93c5ffff61,0,"2,438",0,0,0,0,"3,250",3250,,,,,
0x0da02a1f7c0b68d4ac5d49e86560eaa0ca7a82e1,0,665,0,0,0,0,5,5,,,,,
0xfd4ae1452b884509d78fd2f85383d9cd90ca3d1a,0,498,0,0,0,0,"1,942",1942,,,,,
0x5de78926cf5da7da153ee73ee0760079300c73c5,0,608,0,0,0,0,5,5,,,,,
0x9dc821097914590a1ceb50a4fae1e902499223ed,0,474,0,0,0,0,4,4,,,,,
0x1238b10677218cf898a2d04c78e962686f8e7f99,0,4,0,0,0,0,9,9,,,,,
0x660dd4fb7ab9a988ce553f2c656a76336d01e4ad,0,"1,079",0,0,0,0,6,6,,,,,
0x11a6b929fc4306f0a405024c6d83d386774d7acd,0,95,0,0,0,0,6,6,,,,,
0x1777353634b574a77ba69300b6351d3fd3d712d6,0,186,0,0,0,0,825,825,,,,,
0x2f2338a25a9b58a86195853e539c576789c46467,0,46,0,0,0,0,4,4,,,,,
0x1316fb5fc9f2ba93e633c401aa01514adc765698,0,602,0,0,0,0,5,5,,,,,
0x170b8258446b3f28f60d820d038f8c98e257efda,0,828,0,0,0,0,5,5,,,,,
0x1c986cbc53ea7c13b8ffab5080c070c97112ee25,0,837,0,0,0,0,4,4,,,,,
0xdb498f6b6d74c03ed4a1a04cd8ffd36ce655310a,0,635,0,0,0,0,7,7,,,,,
0x81b05c0c18987260476a076c451ea442d64a0048,0,888,0,0,0,0,6,6,,,,,
0x4ef044eace552c48358e5e1f16bb94cb0e11a5b5,0,"1,052",0,0,0,0,5,5,,,,,
0x1923f5bff311ff7587dfdc358ee558a4fa0018bf,0,"1,247",0,0,0,0,5,5,,,,,
0x01cf863f6c2468e8e36edb2b9556d557991af73a,0,"1,487",0,0,0,0,2,2,,,,,
0xfacb1a91aa5302391f4623d3b8e528c475185212,0,"1,613",0,0,0,0,5,5,,,,,
0xb07a5b65d21e136c5a8dd3891a387e9051764fca,0,"1,658",0,0,0,0,4,4,,,,,
0xa71e43be339f9791235641f457c1ba2da86b9eb3,0,"1,606",0,0,0,0,3,3,,,,,
0x9d0f8d83a18b446943ac717759b4f6ea186cd20f,0,"1,075",0,0,0,0,2,2,,,,,
0x351bada1d6683066c3edc420e9ba08e8675a5970,0,964,0,0,0,0,2,2,,,,,
0x8fc6f44af471bd25d097bd6d1114d8db66a4e4b4,0,"1,461",0,0,0,0,2,2,,,,,
0x849eaf4770019b303bdea90eaba4d54255123a44,0,840,0,0,0,0,4,4,,,,,
0x51fc47d81b9bc1d40ca3c5bb160277d2eb1aa2c1,0,831,0,0,0,0,2,2,,,,,
0x355b443c8f8d1cdc5e03c5c85d6ef5aa14f5ce83,0,724,0,0,0,0,3,3,,,,,
0x2b8405290ecbb77bda7e77598214cacd45a937bc,0,692,0,0,0,0,3,3,,,,,
0xe6bf007f4bce2e50a9271d0507fd23097f540a69,0,3,0,0,0,0,2,2,,,,,
0x3fbc602de323f173d0063961efd9ab34637f2be9,0,610,0,0,0,0,2,2,,,,,
0xbf3b50d17d40c640ad25109dce81ec42a5caf054,0,955,0,0,0,0,2,2,,,,,
0x55fdc2ca1234f0357148d7b7612fd690e8ca8be4,0,49,0,0,0,0,2,2,,,,,
0x7d7a539980f4f6c209fb083674cfa635e9755af9,0,472,0,0,0,0,2,2,,,,,
0x11c707297a0cc86d355628e6887af88b1e6db9f9,0,2,0,0,0,0,2,2,,,,,
0xc100a11dfe1183b56c0db75c74b7cabc4aeb7312,0,3,0,0,0,0,2,2,,,,,
0x82af31181cb2b8001d3f3fc2ffcae5ad73e8a028,0,3,0,0,0,2,2,4,,,,,
0xc84fa024c31e54983720b25359450c43a1e941c3,0,2,0,0,0,0,3,3,,,,,
0x01c3e710feebb08baf76160ac3d22bb12f18aa6c,0,9,0,0.015281,0,0,6,6,,,,,
0x9d04ef0261680c3cfcbfce44a0e041bd94f6a148,0,2,0.0155,0,0,0,2,2,,,,,
0x6c131d057120c280f6adadc75d4e0838a6f7a0e3,0,2,0,0,0,0,2,2,,,,,
0xeaf9819f201cfcd4ba01b26f89f34843053b1049,0,2,0,0,0,0,2,2,,,,,
0x1a9320d6cc403ac9c2ac96bb2bfd260efaf5e85c,0,3,0,0,0.000219,0,2,2,,,,,
0x5a962fa00197c8bf00b94d3e761e050a5244763e,0,2,0,0,0,0,2,2,,,,,
0x8fb42c8585e0b6e404694496f93c534f95253092,0,2,0,0,0,0,2,2,,,,,
0x6facd23be5cd5bcae4aca303fd4e1db0182efa0e,0,2,0,0,0,0,2,2,,,,,
0x1ba21451dbd9ebd5c651c0f82a66b758d7d85d36,0,2,0,0,0,0,2,2,,,,,
0xce408554473f4c7e6412d47dc262abde40db5bba,0,2,0,0,0,0,2,2,,,,,
0x29eaa8c74d842bf066f7597ed670be9018ff19ee,0,2,0,0,0,0,2,2,,,,,
0xef8b6e63dc58ab799f1f64c7a2ab4ea476b35e94,0,3,0,0,0,0,3,3,,,,,
0xbbc389af1a7ebc5d2f65b2178c6fde3021a200b2,0,3,0,0,0,0,3,3,,,,,
0x324c31d8888de5da3ba34ceab2e8cbc160930d86,0,4,0,0,0,0,4,4,,,,,
0x0f69fc42e8c1fd7d83ece756c8fa271dd69b9440,0,5,0,0,0,0,5,5,,,,,
0x053b09e98ede40997546e8bb812cd838f18bb146,0,7,0,0,0.000046,1,5,6,,,,,
0xeb930a72027ad628ab041f87962c6e1fc7e23b5e,0,5,0.000051,0,0,0,6,6,,,,,
0xe7eedc8923b4cf7605b17e949b62a8679400d6b0,0,3,0,0.000005,0,0,3,3,,,,,
0x79f682b7702f56c5e3c7b8871b9e649d3e38f875,0,3,0,0,0,0,4,4,,,,,
0xc81eeb82de4ad449a539008c01a8947fa502b780,0,4,0,0,0,0,3,3,,,,,
0x05f8ea5ee50a9d9321a160f69363de4ddb7193ce,0,6,0,0,0,0,6,6,,,,,
0xb45ecf4a48902076588a2a1ce17904c4a41e6476,0,3,0,0,0,0,4,4,,,,,
0x72c5040a6e22b5386e5d1e3a617591ed4f9bbf2d,0,5,0,0,0,0,3,3,,,,,
0x69ff3ac2ca32012c67428b56f79a2a135c4eda90,0,6,0,0,0,0,2,2,,,,,
0x5eae0afa1218a9a43256487c6570b1eb018cc6c8,0,"1,248",0,0,0,0,4,4,,,,,
0x9fefaa206b32b5b422b765ddac058de4e51eb244,0,572,0,0,0,0,2,2,,,,,
0xff74619e1138be6bb527dcbafea68098b3598e0d,0,7,0,0,0,0,3,3,,,,,
0x34f382eeb74de6a1906f7cb4759b4860b33c5df3,0,"1,457",0,0,0,0,3,3,,,,,
0xeea487001b41bf45a9d359272eedca96572e3c72,0,"2,210",0,0,0,0,3,3,,,,,
0xd820d137a9f28a4878c98933a0083a66d0ee5eba,0,"1,654",0,0,0,0,4,4,,,,,
0x4ae6401c6cc7577438cbe7c64b3bcb033ace935c,0,"2,770",0,0,0,0,2,2,,,,,
0x1303be12c43967c27e1d2bb07e2e7def921b8518,0,"2,845",0,0,0,0,4,4,,,,,
0x8aaedc2677587278c2ba0cb780637e880cd4773e,0,"2,922",0,0,0.000827,1,8,9,,,,,
0x2f1fa00a7fbb77d1c02dbc5b969de7c978c26a88,0,"2,608",0.000833,0.000005,0,0,5,5,,,,,
0x9374a29e7fab659e39c6b3f15e750c99e6c0b181,0,"3,057",0,0,0,0,3,3,,,,,
0x29f10e22ce718469b317fe2d5b238366af947023,0,"2,152",0,0,0,0,4,4,,,,,
0x88987e370b8939f59a2797b728fe7001b00a2a7f,0,"1,632",0,0,0,0,4,4,,,,,
0x4fc91ef7ae0063db889ac71ad1a63f3a9cc9ba46,0,"1,170",0,0,0,0,5,5,,,,,
0xb1c0c7f123944642a47d34fbc33375802929f8af,0,"1,131",0,0,0,0,4,4,,,,,
0x32cb3a172f37a2592f0f0f6a3d84e435114a7b4b,0,"1,112",0,0,0,0,5,5,,,,,
0xcec3ec16830df36c9fe8a9e2e660e70e9792c431,0,929,0,0,0,0,6,6,,,,,
0xa7c53ce791dc73f407c10f63c4c470ac6477186a,0,5,0,0,0,0,5,5,,,,,
0x3825b0bb6cac22bfb68abec0863a2df03edf66e9,0,553,0,0,0,0,5,5,,,,,
0x68d7448428a94b8165e77bdf80740e3da8319a71,0,479,0,0,0,0,5,5,,,,,
0xf9cb99f9ed605df6355b158e0108a0410a1e642c,0,5,0,0,0,0,5,5,,,,,
0x164be6847abee2264cf988862074b8afa70d84ec,0,437,0,0,0,0,6,6,,,,,
0xcf2fca6d01b60012c631e02e2ee40db1241b596a,0,4,0,0,0,0,4,4,,,,,
0xea0247f7859560f34ca481a954aa89a946468f4c,0,6,0,0,0,0,4,4,,,,,
0xb351987a959f02a75204ac27d9fac9bd7ea2aba8,0,4,0,0,0,0,4,4,,,,,
0x3642c9449053c6b893f29eccbfe88aee450bc704,0,5,0,0,0,0,3,3,,,,,
0x3aa13e2619eea23156b2fe1d7d0a21c24f955035,0,4,0,0,0,0,6,6,,,,,
0x53bc68020df766508c606c85505f8e389fb851ab,0,3,0,0,0,0,3,3,,,,,
0xbfbae8605557ddcf246834f1cabd4577afd22f4d,0,6,0,0,0,0,3,3,,,,,
0x90a6c86874aba08cfe6177004449ff9fa4553635,0,4,0,0,0,0,5,5,,,,,
0x00667649758aaf57bf17db93e8baa60b9da83f3f,0,3,0,0,0,0,4,4,,,,,
0x0203b0e1fd01b0f5e482553f3182485d42cfaf0b,0,4,0,0,0,0,4,4,,,,,
0x2e6330eb8736aa9514766255cff832ce4629c112,0,4,0,0,0,0,4,4,,,,,
0x48af621f29bdf9641f5169f0b814a108e4388554,0,20,0,0,0,0,19,19,,,,,
0xc9c20dedc53edbcbe1e17f47f5bb4abad1de0c0c,0,3,0,0,0,0,3,3,,,,,
0xaa51172fe83349a996e6bacc0bfea832916654c2,0,3,0,0,0,0,3,3,,,,,
0x8382c38dc9fe143f15400706a82d7e0cbbccb5e1,0,3,0,0,0,0,4,4,,,,,
0xa8debc21f4ec3490d23d981bd832ef5951c2287c,0,4,0,0,0,0,3,3,,,,,
0xf3d44367f34b9e38e1e5b09b5a29a7e3f94c3cf5,0,3,0,0,0,0,4,4,,,,,
0x505d734566f2a5c7bc43e63d2d7448a8fd30482a,0,4,0,0,0,0,3,3,,,,,
0x0ba3048f89e22c026e39f8e0e1a905f5140aa74e,0,3,0,0,0,0,3,3,,,,,
0x6793affb92a2bee5bcb2f6932bb5783a409dd467,0,4,0,0,0,0,2,2,,,,,
0x43c73fdc894e89f78a8f3e60677f7c03427144f4,0,2,0,0,0,0,4,4,,,,,
0x50bae490a51ad58671457f2eb00c92a470b24d5c,0,2,0,0,0,0,2,2,,,,,
0x90b8395d2cffbbaf8ae06cfaf780736919e7ea1f,0,2,0,0,0,0,2,2,,,,,
0x143bbe597dc2458ca9aa76c479c035986287d9c6,0,2,0,0,0,0,2,2,,,,,
0x0dca8df590010e00d9ffc2c2cacbd67a1e698b18,0,2,0,0,0,0,3,3,,,,,
0x42c30c1a472e72036c0e68ae71aa8f59554e642e,0,2,0,0,0,0,2,2,,,,,
0xd3b0ac7918c24767ebc5fbe37dc862e57636af66,0,3,0,0,0,0,2,2,,,,,
0x67b493705e7312ee898be64d0a84368ebcb181af,0,2,0,0,0,0,2,2,,,,,
0x2ebb7881de39cd73899009c3a6d804c3d62dbc58,0,2,0,0,0,0,2,2,,,,,
0x231d4006d3141f0150cfcc73a1fc1900e03ebe11,0,2,0,0,0,0,2,2,,,,,
0xebd26d4364485eaa0815cd3b05a6c56251286365,0,2,0,0,0,0,2,2,,,,,
0xc1b8230cc307c9ebc385e2d48823958d09864f60,0,2,0,0,0,0,2,2,,,,,
0xbca75401e597a71dfedef93dbeeb59093c896ec7,0,2,0,0,0,0,1,1,,,,,
0xba0c116e2ad1f3561330d61ab9710f252efbcef3,0,2,0,0,0,0,2,2,,,,,
0xb8aeb3b661477f584e3737f148c85fa2cba1ac4b,0,2,0,0,0,0,2,2,,,,,
0xac3c97966e8e7186c241767821e7bba4e7c4c500,0,2,0,0,0,0,2,2,,,,,
0xfde9ca53fbb332478f3e79bc6c931c7829df9fd3,0,2,0,0,0,0,2,2,,,,,
0xb063d4baa7f94f0ee188de5eafd208285705114d,0,2,0,0,0,0,2,2,,,,,
0x141b8b3d9298865b210e502871d1bd1b6df28649,0,2,0,0,0,0,2,2,,,,,
0xdc6a50e78af3360ad31b957a2f9b3f82dace1d97,0,2,0,0,0,0,2,2,,,,,
0x6a5712ef4ae7a9ebf34f67f1ac8f23d4017e6d26,0,2,0,0,0,0,2,2,,,,,
0x6c5cee419519361eab72f5b697a3a5a9cc5e9de1,0,2,0,0,0,0,2,2,,,,,
0xc75a7a185b4780c468215b4ec3c20bf5c32453c2,0,2,0,0,0,0,2,2,,,,,
0xfae4d593df6c6f42b1386f0ea6e82694b934316e,0,2,0,0,0,0,2,2,,,,,
0x0241469ebe1990076001483d4a6302496f559f92,0,2,0,0,0,0,2,2,,,,,
0x0cefdd40bca25109702b158ce8c5cd08ec2ce218,0,3,0,0,0,0,2,2,,,,,
0x53a1fba3c002b1f707e8d84220d77b4768a4be46,0,2,0,0,0,0,2,2,,,,,
0x5fd88452ca1563f1adc25a1064ca0d75a6a12012,0,3,0,0,0,0,2,2,,,,,
0x6a58c02f46d9d3fe3004de62f6af4fa1217e2911,0,4,0,0,0,0,4,4,,,,,
0x3a13980195ceb5ce9820fbf1727a1f8a072461cc,0,6,0,0.000005,0.000045,1,5,6,,,,,
0xb82c43ca22a80252c98240589646311a7981e994,0,3,0,0,0,0,3,3,,,,,
0x77a5014ec6c1dbfa0fd1a6893405ed88ffa9759a,0,6,0.00005,0,0,0,8,8,,,,,
0xec618a1e889f5ee4fa61dcd971a11ca5fdaa7662,0,8,0,0,0,0,5,5,,,,,
0x995841f1c0314b5978f4c7d00b952e8e9c749d68,0,5,0,0,0,0,3,3,,,,,
0xe54674e4f657205e1f625dac6654e95d3d4b1c5c,0,5,0,0,0,0,5,5,,,,,
0x3f39e54c75adbe07c579facbb86770789efe30d2,0,6,0,0,0,0,6,6,,,,,
0xab2a91b91728fc073f4631d0ac0c3576739805ec,0,3,0,0,0,0,3,3,,,,,
0x60e90454e82223743b45f25001016936f919f13d,0,7,0,0,0,0,5,5,,,,,
0xcd9cb6ac6c469d3b1a56cff386d1ab8ac6db61d9,0,7,0,0.000195,0,0,7,7,,,,,
0x2bad8afead23bcd2ad6c4c60bf07205bca92932f,0,9,0,0,0.031559,1,8,9,,,,,
0xa6717a31a3d503b036045abc497d47492c9459e8,0,6,0.031754,0,0,0,12,12,,,,,
0xf56c9bfdd273e2d77e5feb89967477bb19029738,0,12,0,0,0,0,6,6,,,,,
0x062d4f9b3f7a7bdf6e00cc6f0cdf0be33b162103,0,9,0,0,0,0,9,9,,,,,
0x549307b520a950d7c3082ecee135efdb884dafdc,0,9,0,0,0,0,6,6,,,,,
0x9d572ff233ef2e5e05fe8c3cb6aa6e7fe47a592f,0,6,0,0,0,0,9,9,,,,,
,,,,,,,,,,,,,
,0,180176,29.008964,13.087428,15.921534,1859,43891,45750,,,,,
,,,,,4.74027,,,,,,,,
